,code,signal_id,phase,target,label
5,cc cc cc cc ca cc cc cc cb cb cb ce cd cb cb cc cc cc cd cb cb cd cc cc cb bu cd cc cc cc cb cb cb cd cc cc cb cb cc cc cc cc cc cb cb cc cc cc cc cd cc cc cd cb ce bu cc cd cc cc cb cb cb cc cd cb cc cc cc cc cc cb ca cc cc cc cc cb cb cb cd cc cc cd ca cd cc cc cc cb cc cd cd cb cb cb cc cc cc ca cb cc ce cc cc ca cc cb cb cb cc cc cb cc cc ca cb cc cc cc cc cb cc cc cg cd cc cb cb cc ca cc cc cb cc cc cc cc cc cc cb cb cb cc cc cb cc cb cb ca cb cb cc cc cd cc cc cb cd cc cd ca cc cb cc cd cd cc cb cb cd cc cc cb cb cb cc cc ca ca cc cd cc cc cb ca cb cd cc cb cc cc cc ce cc cb cb cc cc cb cd cc cc cc cc cc cc ca,5,2,1,Sim
116,ao aq aq aq ap aq ap ao ap ao ar ap ao ap ao ap ap ap aq ap aq aq aq ap aq aq ap ar ar ap aq ap ap ap ap aq ap ap ap aq ao ap ap ao ao ap ao ap ao ao aq ap ap ap ap ap aq ap aq aq ap ap ap ap ap ap ap ap ao ao ap ap ao aq ao ap ap ao ap ao ao ap ao ap ao ao an aq ap ao aq ao ap ap ap aq ap ap ap ap ap ap aq ao aq ao ao ap ao ap ao an ao ao ao an ap an ao ap ao ap an ao ap ao ap ap ao ap ap ap ap ap ao ap ap ao ap ao ao ap ap ao ao ao ao ao ao ao ao am ap ao an ap an ao ao ao ao ao ao ao ap ao ao ap an ap ap ao ap ao ao ap ap ao ao an ao ap ao ao an an ao an an an an an an ao an an ao an ao ao ao ao an ap ap ap ap ao,116,2,0,Não
45,as as aq as at as ap ar at as as at at aq as au at as ar at as as at at as ar as au as at as at ar as at at as ar ba ar at as at as ar as ar at ar at as ar ar as as ar as at as as at at at ar as as ar ar at at ap as at at ar ar at au at ar at as as as as ar ar at at as as as as at at as at at at as at au as as at at at as as as au as at au au as ar bb at as at au at as at at at as as at as as as at as as as at at at at au ar as at at as at at ar at at at as as as au au as au at at at au as as at at at as at au au au at au at at at au au ar au at at at at at ar at au au at at at as ba at au at au au au au au au as at,45,0,0,Não
16,cb ca ca bu bu ca bt bu bu ca bu bu bu bt bu bu bu bt ca cb bs bu bt bu cb bt ca bu ca bt bu bu bt cb bt bu bu bt ca bu ca ca bt ca bs bu bt bu ca bt cb bt ca bt bs ca bu ca bt bt bu bu ca bt cb ca bs ca bt bt ca ca bu bu cb bu ca bu bu ca bu bu br cb bt ca ca bu bu ca bt bt bu ca bu cb bu bt ca bu cb bt ca ca ca bu bt cb ca bs ca ca ca bu bt bt bt cd bt bu bu bu bu bt ca bu ca bu bt bu bt bu cb bu bu ca bu bt bt ca ca ca bu bu ca bu bu bu cb ca cb bu bt bt ca bu bu cb bu bu bt bu bt ca ca bu bt ca bu ca bt bu ca bu bu bu ca bu bu ca bu ca ca bs bu bu bu ca ca bt bt bu bu bu ca ca bt bu bu bu bu bu bu bu ca bu bt bu,16,1,0,Não
463,af ag ag ad af ai ah ag af ad ad ah ah ah ah ah ae ah ai af ah ae ae af ah ag ah af ad ai ag ae ag ag ae ah ag af ai ag af ag ae af ah af af ai ai ag af ae ae ah ag ah ae af ag ah aj af ag ae ae af ah ah af ah ae ah ah af ag ae ac af ai af ag ah ae ag ah ae ag ag ag af ah ag ah ai ae ag ag ah ag af af ae ai ah ah af ae ae af af af ai af ad ag af af ah af ad ah ah ag ah af af ai ae af ag ag af ag ag ae ai ag ah ag af af ag ag ag ak ag ae af ae ae ah ai ae af ag ag ai ah ac af ah af ag ai af ag ai ae ah ai af ae ag af ah aj af ah ah ag ag ag ae ae ah ag ah ag af ag ah ae af ah af ae ah ah ae aj ag ae ag ag ae af af af,463,1,0,Não
357,cc cc cb ca cb cb cc cc ca cb ca cb cc cb cc ca cd ca cc cb cc cc cb cc ca ce cb cb cd ca cc cd cb cb cb cc cc cb cc bu ce cc cc cc ca cc cb cc cb cd cc ca cd cc cd ce cb cc cc cd cc cd cc cb cd cd cc cc cc ca cc cc cb cd cb cb cc cd cb cd cc cb cc cc cc cd cc cc cc cd cd cb cd cb cd cc cb cf cb cd cc cd cd cd cc cc cd cd cc cc cc cd cd cc cd cb cd cc ce cb cc cd cc cc cd cc cd ce cb cc ce cd cd cc cb cd cd ce cd cd cc cb cg cb ce cc cc cc cd cd cd ce cc cb ce cc cd ce ca ce cc ce cd cd ce cb cg cc cd ce cc cd cc ce cd ce cc cc ce cd cd ce cc cd cd ce cd cd ce cd ce cd cd cd ce cc cd cc cd cf cd cd ce cd ce cd cc ce,357,0,0,Não
3,am am am al ak am an am al al am an an am am am am an an am am an am an al ak am an an am am am am an an am am al an an an am am am al an an am am an am am an am an an an am an am am an am am an am an am am an an am ak an an an an al am an am an an an al am an an am an am an am am al an an an an al am an an an an al am am an an an am an am an am am an an am am am an an an am an an an an an an am an an an am am an an am an am an an an an an an am an an an am am am an am am am am am an an am an am am am an am am am an am an am am an am an an am an an am an an am an an am am an am am an am am am am am an an am am an am,3,0,1,Sim
218,cb ca bt bu cc ca bu cb ca cb ca bt ca cb cb cc bu bu cc ca ca cd ca bt bu cb cc cc bu cb cb bu cc ca bu bu ca ca cb ca ca ca bt ca cd bs bt cb cb cc ca cb cb bt bu cd ca bu cb bu cb cd ca ca ca ca ca ca bu cc cc bs bu cc bu ca bs ca ca bt bu ca ca bu ca bu ca ca bt ca ca ca cb bu ca cc bu ca ca ca ca bu bt cb ca bu ca ca bt bu bt bu ca bt bt bu bu ca bt bt bu bu bt ca bu bu cb bt cb cc bu bu ca bt ca ca bu ca bu bt bo ca br ca bt bt cb bu bt bu bu cb cb bq bu cb bt ca bu bu ca bt bt cd ca bt ca ca bu cb bt ca ca bu ca ca bu cb bu bt cb ca bu bt bu cb ca bs ca cb bs ca bu bu ca bt ca cc bu ca ca bt ca cc bu ca cb ca,218,2,0,Não
406,bm bm bn bo bn bm bm bn bm bn bo bn bn bm bm bm bn bn bm bm bm bn bn bm bm bn bm bn bm bn bn bn bn bo bm bm bn bm bn bn bm bl bn bn bm bn bm bm bn bn bn bm bn bl bm bo bm bn bm bn bn bm bm bn bn bm bm bm bn bo bm bm bn bn bm bn bn bn bn bm bn bm bo bk bl bm bm bn bn bm bl bn bn bm bn bm bm bn bm bn bm bm bm bm bn bn bn bn bn bn bm bm bn bn bm bm bn bm bm bn bm bm bm bk bm bn bm bn bn bn bm bn bl bn bn bm bm bn bm bm bm bn bm bn bn bl bl bn bn bn bn bm bm bn bn bn bk bm bm bm bm bm bm bn bm bn bm bm bn bm bn bn bm bm bn bl bn bm bl bn bm bl bm bn bm bn bn bn bm bk bk bm bn bn bn bm bl bm bn bn bm bl bn bn bn bn bm bm,406,1,0,Não
60,bc ba bb bc bd bb bb bc bb bc bb bb ba bc be bb bb bc be bc ba bc be bc bb bd be bb ba bc bc bc bb bd bd bc bd bb bc bc be bc bb bd be bb ba be be bb ba bd bd bb ba bd bd bc bc bd bc bb bd bc bc bc bc bb ba bc bd bb ba be be ba bb be be ba ba bc bc bb bc bd bc ba bc bc bc bd bb ba au bc bd bb bc bd bc ba bb bd bc au ba bc bc ba bb bc bb ba bb bb ba ba bb ba ba bc ba au ba bb bc au ba bb au ba ba bd ba at ba bb ba au bb ba ba ba ba bb ba bb bb at au bb ba at au bb ba au ba bb au at bb ba ba au ba ba ba ba bb ba au ba ba au ba ba au at ba bd ba au ba bb bb au bb bb au au bb bc au ba au ba bb ba bb au ba bb ba au bc bd,60,0,0,Não
110,an an am an an am an an an ao an an am am ao am am an an an an an an am am an an am an am am am an an ao an am an am an an an an am am am an an an am an am an am an an am am am am am an an an an am am am am an an an am am ao an an am ao am an an am an an an an an am an an an an am an am am am an an an am am am an am am am an am al an an am am an an an am an ao am am am am an an an am am al am am an am an al am an an an am am am an an am an am an am am an am an an an am am am am an an an an am an an an am an am am an an am ao am am am an an am an an an an an an am an am an am an an am an an an an am an ao an an am am,110,2,0,Não
318,bp bn bo bq bp bo bo bo bn bo bo bp bp bn bo bo bp bp bp bo bn bo bo bp bp bo bo bo bp bo bo bo bo bo bo bo bo bo bo bp bo bo bo bo bn bo bp bp bo bn bo bo bp bp bp bn bn bo bo bp bp bo bn bo bp bp bp bo bn bn bo bp bp bp bo bo bo bp bp bo bp bp bp bo bp bo bo bp bp bq bp bo bo bp bo bo bp bp bo bp bp bp bp bp bo bo bq bq bo bo bp bp bo bq bp bo bo bp bp bp bp bp bp bp bp bq bp bp bq bp bp bp bq bo bp bq bp bq br bq bo bp bq bp bp bo bq bp bq bq bq bp bp br bq bq bq bp bp bp bq bp bq bq bq bq bq bq bp bq bp bp bq bq bq bq bp bp bq bq bp bq bp bq br bq bp bq bq bq bp bq bq bp bq br bq bq bq bq br br br br bp bp bq bq,318,0,0,Não
429,cb ca bt bu bu cd ca bt bu cb cb bu cd cc ca cb bu cb cd ca ca bu cb cc cb bt ca cc bu ca ca cb bu bu ca ca cb bt ca cc bu bu ca ca cc ca bu cb cd cb bu ca cb cc cb ca cb cc ca ca cd cd cb ca cc cb ca ca cc ca cb bu bu cd cd cb bu bu cc cc cb bu ca cc ca cb cc cc ca cb ce ce bu bu cc cd cd cc bt cc cc ca cc ce cd bu bu bu cd cf ca bu cb bu ca ca cd cc bu bs cd cd bu cc cc ca cb cb cc cd cd ca ca cc ca cd cb ca ce cd bt bu ce cc bu bu cb cb bu ca cc ca cb ca ca ca cb bu bu cd cd bu bu bu ce cd bu cb cd cb ca cc cd ca ca cb cd cc ca cb cb cb cb bu bu cd cc bu ca cb bu bu bu cc cc ca bs ca cc ca cc ca ca cb cb cb cb ca,429,0,0,Não
29,bt bs bs bt bs bt bt bs bs bs bs bt bs bs bu bt bt bt bt bs bt bs bs bt bs bs bt bs bu bt bt bs bt bt bt bs bt bs bs bt bt bt bs bt bt bu bt bs bt bt bs bu bt bs bt bs bt bt bt bs bt bu ca bt bt bu bu bt ca bt bt bu bt bt bu bt bt bt bt bu bu bs bt bu bs bu bs bs bt bs bu bt bs bt bt bt bu bu bt bt bu bt bu bt bt bu bt bt ca bu bt bt bt bu bu bt bt bu bu bu bu bt bt bt bt bu bt bt bu bt bu ca bt bu bt bu bu bu bt bu bu bt ca bu bu bu bu ca bu bs bu ca bt bu bu bt bu bu bt bu bu bs bu bu bu ca bt bu bu bt bu bu bu bu bt bu ca ca cb bu bu bu cb bt bt ca bt ca ca bu bu bu bu ca bu bu bu bu bu cb ca bu bu bt ca bu bt ca,29,2,0,Não
438,be bf be be be bd bf bf be au be be be bf be bd be bd bf bf bf bd bd be bf be bf bf be bf be bg bf be be bf bd bf bg be bf be be bf be bf bf bc bf bg be be be bf bf be bf bg be bf bf bf bf bh be bf bf be bf bf be bf be be bf bf bf be be be bg bf bf be bf bf bf bf bf be be bg bf bg bf bf bf bf bf bg bg bf be bf bf bg bf bf bf bf bg bf be bf be bg be bf bg bf bf be bf bg bg bf bg bf bf bg bg bf bg bf bg bg bf bh bf be bg bf bf bg bf bg bd bg bg bf bf bg bg bf bh bg bg bg bf bf bg bg bh bg bf bh bh bg bh bf bg bh be bg bh bg bf bf bf bh bf bf bg bf bf bg bg bg bf bf bg bg bf bh bg bg bf bg bg bh bh bf bh bg bi bh bf bg,438,0,0,Não
444,ar aq ar aq ar ar aq ar as ar ar aq ar ar as as aq as as as as as aq aq ar ar aq as ar as ar as ar aq as aq as ar ar as as ar aq ar ar ar at ar ar aq as as at as aq ar ar as as aq ar ar as as ar as ar aq ar ar ar ar as ar ar ar as as ar ar ar as as at as ar ar as at as ar as ar as at ar ar ar ar as as ar ar as ar ar ar as ar as as as ar as ar ar as ar as as as as as at ar as at aq as ar as as as ar aq ar as as as ar ar as at as ar as ar as at as ar as ar ar as as as at ar ar as as as as as ar ar ar at ar ar as as at ar ar as ar as at at ar ar as ar as at as ar as as as as at as as as ar as as as as as ar as as ar as,444,0,0,Não
26,bk bk bk bk bl bj bi bk bj bk bk bk bk bk bl bl bk bk bj bj bj bk bm bk bk bk bk bk bk bk bk bh bk bk bl bk bl bl bj bl bl bk bk bk bk bk bl bn bk bk bk bk bl bk bk bl bk bm bl bl bk bk bk bl bl bk bk bl bk bl bl bk bk bj bk bk bk bl bl bk bl bl bl bk bk bk bk bk bk bm bl bl bm bk bk bk bk bl bk bk bl bl bl bl bk bk bk bk bk bl bk bl bm bk bm bl bl bl bl bl bl bl bl bl bl bl bl bk bl bj bk bl bl bl bl bl bl bl bj bk bk bk bl bl bl bl bm bl bl bk bk bl bl bl bn bk bm bm bl bm bl bl bm bk bl bl bm bl bm bk bl bm bk bk bl bk bm bl bl bm bk bl bl bl bl bl bl bm bn bm bm bm bl bm bl bl bn bm bl bk bm bl bl bl bm bk bk bl,26,2,0,Não
7,cb bs bs bs bs bu bs bt br bt bu bt bu bt ca bs bs ca bu ca bq bu cb bt bu bt ca bt bt bu bt ca bs bu bt bt ca br bt bt bu bt br bu bt bt br bu ca br bs bs ca bs br bt bs bu br bs bt bs ca bs bs bt bt bt bs ca bs bt br bt cb bq bs bu bu bs br bt bt bt bs bs bt br bt br bt bs br bs bq bu bt br bs bs bt br bs bt bt bs bq bt bt bt bt bs bu bq br bt bt ca bs bs br bt bt br bs bs bs bp br bu bt bs bq bs bs bq br br bs br br br br bs bp bs br bt bs bo br bq bs br br bu bq bp bq bt br bq br bq bs bq bq bt bq bs bq br bs br br bp bt bs br bq bq bt bp br br bs bs bn br br bs bq bq bs bq br bq br bs br bs bp bt bs bp br br ca,7,1,0,Não
454,bj bm bk bi bi be bf bi bh bf bh bg bf bg bi bh bi be bd bh bj bk bl bk bh bj bk bm bm bk bi bk bl bl bn bm bh bf bh bi bi bi bd be bf bf bh bi bd bc bd be bh bj bi bh bj bj bm bn bn bn bm bn bo br bp bo bn bn bn bo bm bl bm bk bj bj bj bg be bf be be bd bd be bg bf bf bg bf bi bj bk bj bl bm bm bp bo bo bn bn bn bo bo bo bo bn bn bm bn bl bk bf bf bg bg bg bf be bc be bd be bd bc bb bc bf bh bj bf bg bh bj bm bm bl bl bn bn bo bo bn bn bm bl bm bm bl bj bk bk bi bj bf bd be be be be be bc bd bc bc bd bd bd be bf bg bi bj bh bi bi bk bk bk bk bl bm bl bl bl bk bk bi bh bi bj bi bh bi bg bg bg bf bf bf be bd bf bg bg,454,1,0,Não
108,ce cf cd ce cc cc cd cc ce cg cb cb cc ce ce cc ca cf ce cb cb cc cf cd ca cc ce cc cb cd cd cc cb cc cf ce ca cb ce ce ce cc cb cd cd cd ce cc cd cd cc cd cf cc ca cd ce cc bu cb cd ce cb cb cd cc cb cc cc cc ca cc cc cd ce cc ca cd cf cd cb cb ce ce cc cc cd cd cc cb ce cc cb cc ce cc ca ca cc cd cd ca ca cc cb cc cc cb cb cb ca ce ce ca ca cc ce cd ca cb cf cd ca cb cc cc ce cb cc cc ca cc cd cb cb ca ca cd ce ca cb bu cc cd ca ca cb cb bu cc cd cb ca bu cc ce ca ca cc cc cc cb cb ce cd ca ca cb cc cc cb cb cc bu ca cd ce cb bt bu cb cd cc bu ca cb bu ca cc cc ca bt cb cd cc bu bt cd cd bu bu cb cd cc ca ca cb cb,108,0,0,Não
37,am am al al am an an am al am am am am am al al am am an am an am am am am am am am an an am am an am al an al am an am am an am an am am am an am am an am al an am al am an am al an an am an an an an an am am am an an am am an am am an am al an an aj al am am am am am am am am am an am an an am an an am al an an an am al an an am am am am am am an an an am al am am an am an am am an am am am an an am am am am am al an am am an an am am al am an am ak am am am an am al al am am an an am am am am am am am an an an an an am am an an am am am am al an an al am an an am am am am an an am am am am am am am am am an am an,37,1,0,Não
157,br bq bs br br bs br br bq br br br br bs bs br bs bs bs br br bt br br bs br br br bs bt br br bt bq br br bs br br bs bs br bs br br bq br br br bs bq bt br bs bs bs bs br br bs br bs bs bt br bs bs br bs bq bs br bq bs bs bs br bs br br bs br bt bq br bt br bt bs br bt br bt bs bt bs bs bt bs bt bs bt bt br bt br bs bs br bu br bs bt br bt bq bt bs bs bt bs br bs bs bt bs bt bs bs br bs bs br bs bs bs bs br bt bs br bt br bs br br bt bs bt bs bs bs bs bt br bs bs bs bt bs bt bs bt bt bs bt bs br bt bs bt bs bu bu bs bt bs bt bs bt bt bt bs bu bu bt bs bu bs bt bs bt bu br bu bt bu bt bs bu bs bs bt bt bu bs ca bt,157,1,0,Não
467,bu ca ca bu bu bu bu ca ca bt bt ca bu bu bu ca cb bu cb cb bu bt bu bu bu ca ca bu bu ca bu bu ca ca bt bt ca bu bu bu ca ca bt bu ca bt bu bu ca bu ca bt bu bt bu ca bu bu ca bt bt ca ca bt bu bu bu ca ca ca bt bu bu ca bu bu ca bs bu bu bu ca bu ca bu bt ca bu bu bu bu ca ca cb bu bt bu ca ca bu ca ca bt bu bt bu bt bu bu ca bu bu bt ca ca bu ca ca bu bt bu ca bu ca bu bt bu bu ca bu bu ca ca ca bu ca bu bt ca ca ca bu bu cb bt ca ca bu bu ca bu bt bu ca bu bu ca ca bt bs ca bu bu bu ca bu bu ca bu bt ca ca bu bu ca bu bu bu ca bu bu ca ca ca bt ca bt bt ca ca bu bu bu bu bt cb ca bu bt ca ca bu bu ca ca bu bu ca,467,2,0,Não
118,bs bs br bs bu br bs bs br bt bt bt bs bs bt bs bs bt bs bs bt bt bs bs bs bt bt bt bs bs bs bu bu bs bs bs bs bt bt bt bs bt bs bt bu bs bt bs bt bt bt bt bs bt bs bs bu bt bt bt bu bu bt bt bt bt bt bt bt bt bs bt bt bu bt bs bs bu bt bt bs bt bt bu bu bt bt bt ca bu bu bt bt bt bu ca bt bt bs bt bu bu bu bt bs bu bu bu bt bt bt bt ca bu bt bt bt bu bu bt bu bu bu bu bt bu bu bu ca bu bu bu bt bu bu ca bt bt bt bu bu bu bu bt bs bu bu bu bt bt bt bu bu bt bt bu bu bu ca bu bu bu ca bu bu ca bt bu ca ca bs bt bu ca bu bu bt bu bt ca bu bu bt bt bt bu ca ca bt bu bu ca ca ca bu bu bu bu ca ca bu bu bu ca ca bu bu ca,118,1,0,Não
114,bt bu bu bu bt bu bt bt bu bs bu bt bs bu bt bt bu bt bu bt bt bu bu bt bu bu bt ca bu bt bu bt bu bu bu bu bt bu bt bu bt bt bt bt bt bt bt bu bt bu bu bu bu bu bu bt bu bt bu bu bu bu bt bt bu bu bu bu bt bt bu bu bt ca bt bu bu bs bu bt bt bu bt bt bt bu bt bu bu bt ca bu bu bu bu ca bu bu bu bu bt bu ca bt ca bu bu ca bt bu bt bt bu bu bu bt bu bt bu ca bt ca bt bt bu bt bu ca bu bu bu bu bu ca bt ca bu bu ca bt bu bu bu bu bt bu bu bu bt bu bu bs bu bu bt ca bt bu bu bu bu bu bu bu ca bu bu ca bt ca bu bu ca ca bu ca ca bu ca bu bu ca bu bu bu bt ca bt bu bu bu bu bu bu bu ca bu bu ca bu bu ca bt ca ca bu ca bu,114,0,0,Não
175,ag af af ae ah ag ae ag ai ad ae ah ag ag af ae ah ag af af ag ag ae ad af ah ag ae af ad ai ag af af af af ag ag ag af ad ad ai ag ag af ad ah ah ag ah af af ae af ag ah ad ae ah af ag ae af ah ag ad ag ai af af ae af ah af ad ag ae ae af ae af ag ac ae ah af af ad ae ah ae ad ah af ac af ae af af ad ae af ae ad ad ad af ae ac af ae ac af ab ae af ab ac ae af ac ad ac ae ac uuu ae ae aa ae ac ad ae ad ae ae ac ab ad ac ae ac uuu ad ad ae ad ab uuu af uuu ab ae ac ab ac ab ab ae ab ab ad ab ab ac ab af ad uuu ac ac ad ac ab ad ad uuu ab af ac ab ab aa ae ad aa ad ae ab ab ac ad ad aa ac ad ab ad ab ab ae ad ab ae ag ab ad,175,1,0,Não
374,cf cg ce ce ce cf cd cf cd ce cg ce cg ce ce cf cf ce ce cd cj ce cd cb ce cc ce ce cd cd ce cd ce ce cg ci cj cg ce ce cd ce ch ci cd ci ch cd cf ch ce cg cc cf ca ch ch cd cg ce cl cf cf cg cf cj ce ck ce cd cg cb ce cf ck cf ca cf ce cf ce cd ce ce ch cd ci ce cb ce cb ca cg cf cf cc cj cd ci ch cd bs ce ce cf cg ce cd cd cg ci cb cd cd cc cf cd cg cd cd cf cf cg ca cc cb cc cl cd ca cd ca ci cd ch cg ce cf ck ci cd ce ce cg cj ce ch cd cg cd ce cf ce ce cd ce cc cd ci cj cg ci ce cc cc cd ch ci cg ce cg ci ce ce cd cf cc ce br ce ci cg cg cg cd cc cc cc cf cf cf cb ce cg ce cc cc cc ce cf ce cd ce cf ce cc cf bo,374,2,0,Não
181,ai ae ae aj ai al ah ai af ai aj af ak af ai ag ai aj ak aj ac aj ai ah ai af ag ah aj ai ak ah ad ai ag af ai ah ag ag ak ag ai ak af ah ag aj ah aj ai ai ak af ah ah ai ah ah ah af al ah aj ak af ah ai ah ag ak aj af aj ag ah aj ah ah af ah ah am aj ag aj ag ah ah ak ai ag ah af am aj ah ag ag ai aj al ag ai aj ag al ai ai ag ah ah aj am ag aj ai ae ak aj ai af ah ah ah am ah aj ag ai ah ag aj ag al ag ai ai ai aj ag ai ag aj ag ah al ai ak ak ai ah ai ak ah al ah ag al ai ak ai ai ag ah ah ag an ah ah ag ai al ai aj ad ai ah aj al aj aj af aj ai aj aj ae ah ai ak al ak ah af ak ah aj am ad ai ai ak aj ak ah af ak,181,1,0,Não
144,bg be be bf bf bg bg bf bf be bg bf bg bf bf bh bf bg be bf bg bh bi bd bf bf bf bg bg bh bd be bf bg bh be bg be be be be bg bf bg be bd bf be bg be bg be bd bf bd bg be be be be bf bc bf be bf be be bf bd be bf bf bg bd be bd bf bg be bg be bf be be bg bf bh bd bf bf bf bg bf bg be bf bg bf bh bf bg bg bf bg be bg bf bg bh bf bg be bh bf bf bg bf bg bf bg be bf bh bf bf bd bf bg bf bg be be be bf bg bd bf bd bf bf be be bc bf bf bf bf bd be bd bf bf be bf be be bd bf bg be bg be bf be be bg bf bg bd bf bf bf bg be bg bf bg bg be bg be bh bg bg bg be bg bg bi bh be bf be bh bf bh bh be bf be bg bf bf bg be bf bd bf,144,0,0,Não
370,ap an al ak am al am am ag aj ai al aj aj ad af ak ah ai ag ah af am ak ai aj ai an an am aj am an an aq am an ak an an ao an ah al al an am ah ag ai al aj al ah ae ai al al ak ak ai an an al am an am am an al al al al am an ak ah al ak am ak ag ah ak an ak ak af ak am am am al aj aj an al al ak aj ak am am ag al ai ak ak aj ai ai al aj an aj ai aj am an am al ai an an an an al al an ap an am ai aj al am ak ai ai af al al ak ah ak ai al am aj am al an an an an ak an an an an ak am an ao al al aj al am ak ak ai ah ah an aj ai ai ah aj ak am ah ak aj ak am am aj ak an an an an aj am am an al am aj an ao am al aj al am,370,1,0,Não
380,ak al al al al al al al al ak ak ak al am al al aj aj al al ak al ak aj aj am am al al aj am al ak am am aj am am am al al ak am am al am ak al ak al al an al ak ak am al al am ak al ak al al am al am ak am am ak al an an al an am am am al an an ak am an am am ak am al al ak an am al am ak ak an am al al al am am an an am am an am am am al ak am an am am an al al am am an am ak am an am al al am an ak al am al al am am an an am am an am al am am an an an al am an an an am am an al am an aj al an an ak al am am al al am al am am am al an al an an an am an an am an al an an an al an al am am am am al am an am ak am al,380,2,1,Sim
195,ar ar aq aq aq aq ar ar ar ar aq as ar ar ar aq ar ar as ar aq aq aq ar as as ar aq aq aq aq aq ar aq ar as as as at aq ar ar as ar ar ar aq as as as ar ar ar as ar ar as ar as as as as as as as as as as as ar ar at at at as as ar as at as at as as at at aq as aq ar as as at at aq as ar at as ar ar ar au at as as aq as as at at as ar ar as as as as aq as at at at ar au ar au as at at at at as at ar at at as at at at at at at as as as at at at ba at at as at at at au as at as as at at au at at at at au at as as as at at au at at at at at as as as at at au au at as as as at as as as at as as at as at at at at at at as,195,0,0,Não
405,ad ag af ag af ae af ac ac ag ag ac af ae ae af af ad ae ae af ae af ae ag af af ag ae af ad ag ag ai af ad ai ag ah ag ad ab af ah ae ag ad ad ae af af af af ac ag ah ae af ag af ad ag ad af ah ag ah af ag ah ah ae af ae ad ah ai af ag ad ae ag aj ac ad ae ad ai ah ag ab ah af ae ag af ae ad ah af ag af af ag ae ag ae ae ag ag ag ad af ae ag ah ae af ae ag af ah ae ac ah af af af ag ae ah aj ae ae af af ag ah ae ae ah af ah ag af ae ad ah ae ah ae ae ae af ah af ac ad ah ae ae ah af af ag ag ah ae ag ae ag af af ai ag ae ae ah ad ah ag ae ae af ag ae ah ag ae ab ad ah ag ag ae af ae ag ai af ag ac af ah ag ah ag ai,405,0,0,Não
275,bn bm bm bm bo bn bm bn bp bm bn bm bm bm bn bm bp bo bn bo bn bn bm bm bm bn bn bn bo bn bn bm bm bm bo bn bm bm bn bp bn bn bm bm bn bn bn bn bm bn bo bo bo bm bn bm bm bn bn bo bo bm bo bn bn bm bn bm bm bp bn bm bo bo bn bm bn bn bm bm bn bp bn bp bn bn bo bn bm bo bn bn bm bo bp bo bn bm bo bo bn bm bn bp bn bo bp bo bn bm bo bp bm bo bo bo bp bo bo bp bn bm bo bm bo bp bn bn bq bo bo bn bn bp bn bn bp bq bo bo bo bp bo bm bp bp bn bo bp bp bq bo bp bp bn bo bo bn bp br bo bp bo bp bp bn bp bp bo bo bq bq bq bo bp bq bp bo bp bp bp bq bo br bq bp bp bp bq bq bp bp bq bq bq bq bq bq bp bo br bo bp bp bp bs bq bp,275,2,0,Não
446,ca bu cb bu ca ca ca bu cc ca ca bu ca ca cb cb bu ca cb ca ca ca bu bu ca ca bu ca bu ca ca ca bu bu ca bu ca ca ca ca cb ca bu ca ca bu cc bu bu bu cb cb cb ca bu bu ca ca ca bu bu bu ca ca bu ca bu bt bu ca bt bu cb ca bu bu ca ca bu ca bu ca cb ca ca bt bu ca cb ca bu ca bu ca cb bu bu bu bu ca ca bu bu ca bu bu bu bu bu ca bu ca bu bu bu bu cb ca bu ca ca ca ca cb bt ca cb bt ca bu ca ca bu ca bu bu bt ca ca bt bt ca ca ca bu ca bt ca ca bu bu ca ca ca ca bu ca ca bu bu ca bu bu ca ca bu ca bu cb bt bt bu bu ca bu bt ca bu bu ca ca bt bu bu bu ca ca bu bu ca cb ca bu cb ca ca bu bu ca cb ca bu ca bu bu bu bu bu,446,2,0,Não
141,ap an ap am ao ap an ap am ap ao an ao an aq an ao ap am aq am aq ao an aq an aq an ao aq an ar an aq ao an ap an aq an ao ap an aq an ao an am ao an ap am ao ap an ap am ap am am ao ap ap an ao ap ao aq an ap an an ao an ap an ap ao ao aq ao ao ao ao ao ao ap ao ap ap ap ap ao ap ao ap ao ap ap ap aq ao aq ap aq aq ao ap ao aq ap aq aq ao aq ao ap ao ao aq an ap ao ap aq an aq ao ap ap ao ap am ar ap ap aq ao ar ao ap ao ao ap am aq ao ap ap ao aq an ap ao an aq am ap ao ap aq ao ar ao ar ao ao aq ao ar ap aq ar aq as ao ar aq ap aq ao ar ap ar ar aq ar ap aq aq ap ap ap ar aq aq aq aq ar aq aq ap aq ao aq aq aq as,141,0,0,Não
